zip_code,metro,lat,lng,insurance_cost_pct_of_ebi,avg_annual_premium_per_unit,premium_yoy_chg_pct,carrier_availability,data_source,as_of_date,source_url
77006,Houston,29.8467,-95.3418,1.23,1739.0,17.35,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77007,Houston,29.6131,-95.3485,1.3,1581.0,17.95,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77008,Houston,29.6244,-95.4477,1.46,1263.0,17.75,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77009,Houston,29.9088,-95.3015,1.23,1607.0,21.36,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77010,Houston,29.7477,-95.3275,1.42,1739.0,18.34,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77011,Houston,29.8815,-95.2784,1.46,1764.0,21.38,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77012,Houston,29.6888,-95.3084,1.15,1662.0,16.58,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77013,Houston,29.6306,-95.3437,1.16,1314.0,19.45,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77014,Houston,29.8647,-95.4386,1.41,1559.0,16.5,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77015,Houston,29.7156,-95.5347,1.46,1567.0,17.78,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77016,Houston,29.8395,-95.4703,1.46,1485.0,16.8,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77017,Houston,29.7942,-95.5358,1.23,1702.0,16.28,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77018,Houston,29.614,-95.3916,1.15,1362.0,18.11,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77019,Houston,29.7373,-95.4333,1.14,1365.0,19.92,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77020,Houston,29.6881,-95.2791,1.25,1645.0,17.51,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77021,Houston,29.8884,-95.316,1.38,1527.0,17.11,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77022,Houston,29.7545,-95.3964,1.32,1526.0,16.04,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77023,Houston,29.7969,-95.297,1.06,1341.0,18.05,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77024,Houston,29.8002,-95.1947,1.39,1483.0,21.03,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77025,Houston,29.776,-95.3977,1.31,1554.0,21.16,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77026,Houston,29.6192,-95.2907,1.03,1705.0,15.74,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77027,Houston,29.8782,-95.3682,1.42,1259.0,16.04,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77028,Houston,29.7631,-95.3391,1.39,1464.0,16.75,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77029,Houston,29.8845,-95.5273,1.44,1528.0,20.6,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77030,Houston,29.825,-95.4896,1.45,1452.0,18.67,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77031,Houston,29.6834,-95.4352,1.08,1745.0,17.66,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77032,Houston,29.7184,-95.1915,1.45,1633.0,20.43,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77033,Houston,29.6612,-95.3171,1.15,1481.0,20.88,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77034,Houston,29.7844,-95.394,1.28,1482.0,15.34,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77035,Houston,29.7679,-95.3761,1.18,1309.0,21.14,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77036,Houston,29.84,-95.2991,1.44,1310.0,19.76,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77037,Houston,29.6624,-95.2271,1.27,1675.0,15.89,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77038,Houston,29.7191,-95.3538,1.2,1595.0,19.8,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77039,Houston,29.8859,-95.3262,1.18,1759.0,16.64,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77040,Houston,29.8035,-95.265,1.25,1431.0,16.51,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77041,Houston,29.6945,-95.3577,1.36,1407.0,16.93,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77042,Houston,29.7941,-95.3364,1.28,1681.0,17.0,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77043,Houston,29.8216,-95.2114,1.05,1650.0,18.2,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77044,Houston,29.6706,-95.2427,1.03,1688.0,15.39,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77045,Houston,29.6475,-95.4786,1.14,1565.0,17.57,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77046,Houston,29.7142,-95.2791,1.06,1238.0,16.97,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77047,Houston,29.6122,-95.2381,1.36,1748.0,21.11,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77048,Houston,29.6742,-95.43,1.18,1476.0,18.27,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77049,Houston,29.7632,-95.4358,1.2,1484.0,16.94,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77050,Houston,29.7323,-95.3053,1.31,1469.0,20.23,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77051,Houston,29.6459,-95.3738,1.37,1462.0,18.03,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77052,Houston,29.6681,-95.342,1.03,1273.0,21.67,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77053,Houston,29.7597,-95.3379,1.14,1401.0,17.63,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77054,Houston,29.6752,-95.3449,1.32,1254.0,17.26,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
77055,Houston,29.8998,-95.1999,1.16,1738.0,17.79,Moderate,NMHC Insurance Survey,2025,https://www.nmhc.org
85001,Phoenix,33.4865,-112.0511,0.33,369.0,19.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85002,Phoenix,33.5169,-112.2465,0.3,326.0,21.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85003,Phoenix,33.4488,-112.2494,0.27,367.0,18.42,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85004,Phoenix,33.4699,-112.0968,0.34,347.0,20.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85005,Phoenix,33.5034,-112.1015,0.36,438.0,19.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85006,Phoenix,33.5588,-112.155,0.27,444.0,16.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85007,Phoenix,33.5321,-112.1235,0.3,424.0,15.36,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85008,Phoenix,33.4675,-112.1974,0.31,335.0,15.9,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85009,Phoenix,33.4386,-111.9574,0.37,451.0,18.42,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85010,Phoenix,33.381,-112.1999,0.28,395.0,21.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85011,Phoenix,33.4355,-111.9244,0.32,412.0,18.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85012,Phoenix,33.4386,-111.9931,0.3,379.0,17.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85013,Phoenix,33.413,-111.9158,0.33,429.0,18.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85014,Phoenix,33.5665,-111.9465,0.36,364.0,15.21,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85015,Phoenix,33.4024,-112.0304,0.3,404.0,19.73,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85016,Phoenix,33.5189,-112.219,0.32,367.0,18.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85017,Phoenix,33.4008,-111.92,0.35,319.0,17.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85018,Phoenix,33.5556,-111.9186,0.31,366.0,18.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85019,Phoenix,33.3321,-112.1524,0.28,361.0,16.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85020,Phoenix,33.3843,-111.9076,0.3,356.0,17.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85021,Phoenix,33.3923,-112.1722,0.29,323.0,16.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85022,Phoenix,33.4011,-112.0145,0.37,417.0,18.92,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85023,Phoenix,33.4635,-112.1937,0.28,407.0,16.1,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85024,Phoenix,33.4883,-112.0223,0.37,379.0,21.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85025,Phoenix,33.3415,-112.0734,0.33,442.0,17.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85026,Phoenix,33.3279,-111.9911,0.28,438.0,16.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85027,Phoenix,33.548,-112.0338,0.34,342.0,19.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85028,Phoenix,33.5073,-112.2141,0.33,341.0,19.51,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85029,Phoenix,33.5468,-112.0347,0.35,351.0,17.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85030,Phoenix,33.5547,-111.9059,0.35,423.0,21.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85031,Phoenix,33.437,-112.1104,0.34,413.0,16.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85032,Phoenix,33.3372,-112.0916,0.28,345.0,21.0,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85033,Phoenix,33.5085,-112.0523,0.31,417.0,17.16,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85034,Phoenix,33.301,-111.9067,0.27,343.0,20.27,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85035,Phoenix,33.5032,-112.2324,0.32,396.0,18.97,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85036,Phoenix,33.3428,-112.177,0.28,428.0,18.54,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85037,Phoenix,33.5605,-111.8997,0.34,322.0,20.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85038,Phoenix,33.3082,-111.9943,0.36,329.0,17.0,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85039,Phoenix,33.3587,-111.969,0.27,415.0,20.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85040,Phoenix,33.3804,-112.1907,0.31,368.0,20.71,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85041,Phoenix,33.4573,-112.0658,0.28,401.0,18.31,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85042,Phoenix,33.5363,-111.953,0.3,425.0,18.92,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85043,Phoenix,33.5637,-112.2114,0.32,423.0,15.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85044,Phoenix,33.4144,-112.1238,0.38,446.0,15.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85045,Phoenix,33.4403,-112.0393,0.27,396.0,15.8,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85046,Phoenix,33.4218,-111.9065,0.29,389.0,18.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85047,Phoenix,33.4008,-112.0124,0.27,331.0,19.15,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85048,Phoenix,33.5396,-112.1846,0.38,447.0,19.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85049,Phoenix,33.4835,-112.1098,0.34,440.0,17.44,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
85050,Phoenix,33.4428,-112.0894,0.28,414.0,17.66,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19101,Philadelphia,39.8792,-75.0913,0.54,623.0,20.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19102,Philadelphia,39.927,-75.1616,0.47,707.0,16.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19103,Philadelphia,39.8196,-75.153,0.47,619.0,18.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19104,Philadelphia,39.8758,-75.243,0.57,590.0,17.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19105,Philadelphia,39.8214,-75.0158,0.61,732.0,18.94,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19106,Philadelphia,39.8061,-75.3242,0.6,624.0,18.81,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19107,Philadelphia,40.0779,-75.2803,0.61,689.0,21.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19108,Philadelphia,39.9972,-75.1212,0.57,610.0,20.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19109,Philadelphia,39.8484,-75.134,0.5,729.0,17.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19110,Philadelphia,39.8465,-75.0615,0.52,713.0,20.01,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19111,Philadelphia,39.9695,-75.3042,0.52,575.0,21.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19112,Philadelphia,40.0979,-75.2801,0.49,605.0,15.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19113,Philadelphia,39.8642,-75.2511,0.47,650.0,17.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19114,Philadelphia,39.8635,-75.1479,0.6,677.0,21.08,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19115,Philadelphia,39.8048,-75.3225,0.53,701.0,20.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19116,Philadelphia,40.0089,-75.1997,0.46,674.0,15.93,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19117,Philadelphia,40.1013,-75.2389,0.58,580.0,17.27,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19118,Philadelphia,39.9734,-75.09,0.49,701.0,16.22,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19119,Philadelphia,40.0905,-75.1551,0.58,699.0,18.46,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19120,Philadelphia,39.9656,-75.2609,0.49,578.0,17.7,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19121,Philadelphia,40.0142,-75.0333,0.46,564.0,20.89,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19122,Philadelphia,39.9997,-75.0995,0.46,595.0,19.82,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19123,Philadelphia,39.8636,-75.1083,0.6,635.0,16.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19124,Philadelphia,39.9235,-75.0317,0.52,676.0,17.43,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19125,Philadelphia,39.8893,-75.0872,0.61,707.0,20.59,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19126,Philadelphia,39.9703,-75.2612,0.57,667.0,21.05,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19127,Philadelphia,39.9679,-75.2242,0.54,717.0,19.77,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19128,Philadelphia,39.8531,-75.2571,0.51,658.0,17.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19129,Philadelphia,40.0078,-75.2049,0.43,719.0,17.69,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19130,Philadelphia,39.8327,-75.2063,0.54,535.0,16.53,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19131,Philadelphia,40.1021,-75.3217,0.5,694.0,17.24,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19132,Philadelphia,39.9518,-75.1575,0.46,607.0,21.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19133,Philadelphia,40.0339,-75.2069,0.57,561.0,19.54,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19134,Philadelphia,40.058,-75.0822,0.57,724.0,20.03,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19135,Philadelphia,40.0793,-75.0038,0.48,535.0,21.27,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19136,Philadelphia,39.8735,-75.1314,0.58,718.0,16.27,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19137,Philadelphia,40.0784,-75.2554,0.54,612.0,16.15,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19138,Philadelphia,39.8696,-74.9942,0.57,718.0,15.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19139,Philadelphia,39.8326,-75.0222,0.44,522.0,19.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
19140,Philadelphia,40.0859,-75.1862,0.59,710.0,21.37,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78201,San Antonio,29.4447,-98.5316,0.51,554.0,18.15,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78202,San Antonio,29.5591,-98.3901,0.47,687.0,15.84,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78203,San Antonio,29.5163,-98.4993,0.46,649.0,17.28,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78204,San Antonio,29.2804,-98.3577,0.5,705.0,19.02,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78205,San Antonio,29.4426,-98.6017,0.53,710.0,16.95,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78206,San Antonio,29.3904,-98.3681,0.52,661.0,18.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78207,San Antonio,29.3108,-98.6035,0.61,638.0,17.55,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78208,San Antonio,29.4352,-98.3235,0.48,763.0,19.01,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78209,San Antonio,29.3834,-98.5436,0.51,708.0,21.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78210,San Antonio,29.3718,-98.4104,0.46,560.0,18.99,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78211,San Antonio,29.3689,-98.3522,0.59,724.0,19.68,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78212,San Antonio,29.5738,-98.6424,0.45,644.0,17.38,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78213,San Antonio,29.2918,-98.6292,0.62,583.0,21.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78214,San Antonio,29.4378,-98.6218,0.48,613.0,18.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78215,San Antonio,29.2976,-98.5184,0.63,557.0,21.35,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78216,San Antonio,29.5066,-98.6628,0.64,696.0,15.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78217,San Antonio,29.3566,-98.3664,0.52,651.0,20.85,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78218,San Antonio,29.2941,-98.5619,0.61,548.0,21.18,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78219,San Antonio,29.3721,-98.5588,0.47,753.0,21.5,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78220,San Antonio,29.3702,-98.454,0.62,608.0,18.73,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78221,San Antonio,29.2869,-98.4564,0.48,668.0,19.88,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78222,San Antonio,29.4667,-98.4389,0.54,612.0,20.83,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78223,San Antonio,29.4135,-98.5022,0.52,766.0,18.47,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78224,San Antonio,29.3906,-98.3178,0.56,611.0,21.29,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78225,San Antonio,29.3897,-98.4844,0.45,681.0,20.13,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78226,San Antonio,29.5126,-98.5438,0.56,648.0,19.41,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78227,San Antonio,29.4179,-98.6684,0.64,696.0,18.45,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78228,San Antonio,29.5319,-98.6123,0.47,730.0,16.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78229,San Antonio,29.4116,-98.6139,0.54,728.0,15.86,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78230,San Antonio,29.3031,-98.3137,0.65,677.0,20.67,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78231,San Antonio,29.3987,-98.586,0.62,570.0,19.12,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78232,San Antonio,29.392,-98.534,0.5,609.0,18.58,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78233,San Antonio,29.2824,-98.4801,0.61,716.0,20.2,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78234,San Antonio,29.3202,-98.3714,0.58,632.0,18.08,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
78235,San Antonio,29.4036,-98.3195,0.65,643.0,17.6,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92101,San Diego,32.838,-117.1017,0.41,572.0,16.15,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92102,San Diego,32.6727,-117.0503,0.4,516.0,21.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92103,San Diego,32.6323,-117.2339,0.47,565.0,20.33,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92104,San Diego,32.7964,-117.3284,0.36,451.0,19.19,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92105,San Diego,32.6873,-117.2359,0.44,430.0,16.74,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92106,San Diego,32.7967,-117.1025,0.41,469.0,19.84,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92107,San Diego,32.703,-117.2576,0.41,481.0,15.57,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92108,San Diego,32.6499,-117.3276,0.43,536.0,17.05,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92109,San Diego,32.7874,-117.1324,0.36,583.0,20.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92110,San Diego,32.7249,-117.156,0.42,481.0,16.48,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92111,San Diego,32.8274,-117.04,0.44,465.0,19.32,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92112,San Diego,32.7285,-117.2274,0.39,430.0,20.99,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92113,San Diego,32.5832,-117.0971,0.42,518.0,16.64,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92114,San Diego,32.8411,-117.2208,0.37,577.0,17.76,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92115,San Diego,32.6924,-117.3261,0.49,572.0,15.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92116,San Diego,32.7443,-117.0421,0.39,568.0,16.07,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92117,San Diego,32.6166,-117.2652,0.43,455.0,21.34,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92118,San Diego,32.6171,-117.3145,0.42,522.0,15.78,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92119,San Diego,32.8424,-117.2903,0.4,500.0,16.63,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92120,San Diego,32.7477,-117.2998,0.48,590.0,16.09,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92121,San Diego,32.6178,-117.0959,0.44,452.0,20.72,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92122,San Diego,32.6564,-117.0229,0.36,429.0,20.61,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92123,San Diego,32.8428,-116.9898,0.48,505.0,21.42,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92124,San Diego,32.7553,-117.2175,0.46,457.0,16.03,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92125,San Diego,32.8545,-117.0553,0.38,567.0,20.13,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92126,San Diego,32.827,-117.2302,0.37,549.0,17.75,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
92127,San Diego,32.6442,-117.3115,0.45,499.0,15.54,Ample,NMHC Insurance Survey,2025,https://www.nmhc.org
