zip_code,metro,lat,lng,avg_entitlement_months,zoning_friendly_score_1_10,impact_fee_per_unit,data_source,as_of_date,source_url
77055,Houston,29.8998,-95.1999,20,6,9208,NMHC/Local Planning,2025,https://www.nmhc.org
85001,Phoenix,33.4865,-112.0511,18,6,9008,NMHC/Local Planning,2025,https://www.nmhc.org
85002,Phoenix,33.5169,-112.2465,17,6,8781,NMHC/Local Planning,2025,https://www.nmhc.org
85003,Phoenix,33.4488,-112.2494,19,6,8514,NMHC/Local Planning,2025,https://www.nmhc.org
85004,Phoenix,33.4699,-112.0968,17,6,9716,NMHC/Local Planning,2025,https://www.nmhc.org
85005,Phoenix,33.5034,-112.1015,18,6,7462,NMHC/Local Planning,2025,https://www.nmhc.org
85006,Phoenix,33.5588,-112.155,19,6,8390,NMHC/Local Planning,2025,https://www.nmhc.org
85007,Phoenix,33.5321,-112.1235,19,6,7027,NMHC/Local Planning,2025,https://www.nmhc.org
85008,Phoenix,33.4675,-112.1974,20,6,8149,NMHC/Local Planning,2025,https://www.nmhc.org
85009,Phoenix,33.4386,-111.9574,20,6,9618,NMHC/Local Planning,2025,https://www.nmhc.org
85010,Phoenix,33.381,-112.1999,16,6,9143,NMHC/Local Planning,2025,https://www.nmhc.org
85011,Phoenix,33.4355,-111.9244,18,6,8426,NMHC/Local Planning,2025,https://www.nmhc.org
85012,Phoenix,33.4386,-111.9931,15,6,8874,NMHC/Local Planning,2025,https://www.nmhc.org
85013,Phoenix,33.413,-111.9158,21,6,8231,NMHC/Local Planning,2025,https://www.nmhc.org
85014,Phoenix,33.5665,-111.9465,17,6,8402,NMHC/Local Planning,2025,https://www.nmhc.org
85015,Phoenix,33.4024,-112.0304,14,6,7731,NMHC/Local Planning,2025,https://www.nmhc.org
85016,Phoenix,33.5189,-112.219,21,6,7040,NMHC/Local Planning,2025,https://www.nmhc.org
85017,Phoenix,33.4008,-111.92,20,6,8086,NMHC/Local Planning,2025,https://www.nmhc.org
85018,Phoenix,33.5556,-111.9186,20,6,8861,NMHC/Local Planning,2025,https://www.nmhc.org
85019,Phoenix,33.3321,-112.1524,16,6,7314,NMHC/Local Planning,2025,https://www.nmhc.org
85020,Phoenix,33.3843,-111.9076,20,6,8813,NMHC/Local Planning,2025,https://www.nmhc.org
85021,Phoenix,33.3923,-112.1722,19,6,7123,NMHC/Local Planning,2025,https://www.nmhc.org
85022,Phoenix,33.4011,-112.0145,20,6,8798,NMHC/Local Planning,2025,https://www.nmhc.org
85023,Phoenix,33.4635,-112.1937,18,6,7846,NMHC/Local Planning,2025,https://www.nmhc.org
85024,Phoenix,33.4883,-112.0223,15,6,7251,NMHC/Local Planning,2025,https://www.nmhc.org
85025,Phoenix,33.3415,-112.0734,16,6,9501,NMHC/Local Planning,2025,https://www.nmhc.org
85026,Phoenix,33.3279,-111.9911,20,6,8997,NMHC/Local Planning,2025,https://www.nmhc.org
85027,Phoenix,33.548,-112.0338,19,6,8945,NMHC/Local Planning,2025,https://www.nmhc.org
85028,Phoenix,33.5073,-112.2141,15,6,7499,NMHC/Local Planning,2025,https://www.nmhc.org
85029,Phoenix,33.5468,-112.0347,19,6,7351,NMHC/Local Planning,2025,https://www.nmhc.org
85030,Phoenix,33.5547,-111.9059,19,6,8225,NMHC/Local Planning,2025,https://www.nmhc.org
85031,Phoenix,33.437,-112.1104,16,6,9227,NMHC/Local Planning,2025,https://www.nmhc.org
85032,Phoenix,33.3372,-112.0916,15,6,7566,NMHC/Local Planning,2025,https://www.nmhc.org
85033,Phoenix,33.5085,-112.0523,20,6,9354,NMHC/Local Planning,2025,https://www.nmhc.org
85034,Phoenix,33.301,-111.9067,17,6,9453,NMHC/Local Planning,2025,https://www.nmhc.org
85035,Phoenix,33.5032,-112.2324,19,6,8155,NMHC/Local Planning,2025,https://www.nmhc.org
85036,Phoenix,33.3428,-112.177,16,6,7035,NMHC/Local Planning,2025,https://www.nmhc.org
85037,Phoenix,33.5605,-111.8997,19,6,9372,NMHC/Local Planning,2025,https://www.nmhc.org
85038,Phoenix,33.3082,-111.9943,20,6,7582,NMHC/Local Planning,2025,https://www.nmhc.org
85039,Phoenix,33.3587,-111.969,14,6,7533,NMHC/Local Planning,2025,https://www.nmhc.org
85040,Phoenix,33.3804,-112.1907,16,6,8895,NMHC/Local Planning,2025,https://www.nmhc.org
85041,Phoenix,33.4573,-112.0658,16,6,8446,NMHC/Local Planning,2025,https://www.nmhc.org
85042,Phoenix,33.5363,-111.953,15,6,8646,NMHC/Local Planning,2025,https://www.nmhc.org
85043,Phoenix,33.5637,-112.2114,16,6,9409,NMHC/Local Planning,2025,https://www.nmhc.org
85044,Phoenix,33.4144,-112.1238,19,6,7906,NMHC/Local Planning,2025,https://www.nmhc.org
85045,Phoenix,33.4403,-112.0393,20,6,7863,NMHC/Local Planning,2025,https://www.nmhc.org
85046,Phoenix,33.4218,-111.9065,19,6,9873,NMHC/Local Planning,2025,https://www.nmhc.org
85047,Phoenix,33.4008,-112.0124,17,6,8811,NMHC/Local Planning,2025,https://www.nmhc.org
85048,Phoenix,33.5396,-112.1846,17,6,9047,NMHC/Local Planning,2025,https://www.nmhc.org
85049,Phoenix,33.4835,-112.1098,14,6,9314,NMHC/Local Planning,2025,https://www.nmhc.org
85050,Phoenix,33.4428,-112.0894,18,6,7814,NMHC/Local Planning,2025,https://www.nmhc.org
19101,Philadelphia,39.8792,-75.0913,18,4,8697,NMHC/Local Planning,2025,https://www.nmhc.org
19102,Philadelphia,39.927,-75.1616,16,4,7099,NMHC/Local Planning,2025,https://www.nmhc.org
19103,Philadelphia,39.8196,-75.153,16,4,8916,NMHC/Local Planning,2025,https://www.nmhc.org
19104,Philadelphia,39.8758,-75.243,15,4,8930,NMHC/Local Planning,2025,https://www.nmhc.org
19105,Philadelphia,39.8214,-75.0158,16,4,7069,NMHC/Local Planning,2025,https://www.nmhc.org
19106,Philadelphia,39.8061,-75.3242,16,4,7122,NMHC/Local Planning,2025,https://www.nmhc.org
19107,Philadelphia,40.0779,-75.2803,20,4,9622,NMHC/Local Planning,2025,https://www.nmhc.org
19108,Philadelphia,39.9972,-75.1212,17,4,7816,NMHC/Local Planning,2025,https://www.nmhc.org
19109,Philadelphia,39.8484,-75.134,20,4,7091,NMHC/Local Planning,2025,https://www.nmhc.org
19110,Philadelphia,39.8465,-75.0615,20,4,7182,NMHC/Local Planning,2025,https://www.nmhc.org
19111,Philadelphia,39.9695,-75.3042,16,4,9127,NMHC/Local Planning,2025,https://www.nmhc.org
19112,Philadelphia,40.0979,-75.2801,20,4,8311,NMHC/Local Planning,2025,https://www.nmhc.org
19113,Philadelphia,39.8642,-75.2511,17,4,7142,NMHC/Local Planning,2025,https://www.nmhc.org
19114,Philadelphia,39.8635,-75.1479,15,4,9630,NMHC/Local Planning,2025,https://www.nmhc.org
19115,Philadelphia,39.8048,-75.3225,16,4,7846,NMHC/Local Planning,2025,https://www.nmhc.org
19116,Philadelphia,40.0089,-75.1997,15,4,8385,NMHC/Local Planning,2025,https://www.nmhc.org
19117,Philadelphia,40.1013,-75.2389,17,4,8432,NMHC/Local Planning,2025,https://www.nmhc.org
19118,Philadelphia,39.9734,-75.09,16,4,8152,NMHC/Local Planning,2025,https://www.nmhc.org
19119,Philadelphia,40.0905,-75.1551,20,4,8074,NMHC/Local Planning,2025,https://www.nmhc.org
19120,Philadelphia,39.9656,-75.2609,15,4,7016,NMHC/Local Planning,2025,https://www.nmhc.org
19121,Philadelphia,40.0142,-75.0333,18,4,8914,NMHC/Local Planning,2025,https://www.nmhc.org
19122,Philadelphia,39.9997,-75.0995,16,4,8237,NMHC/Local Planning,2025,https://www.nmhc.org
19123,Philadelphia,39.8636,-75.1083,16,4,8041,NMHC/Local Planning,2025,https://www.nmhc.org
19124,Philadelphia,39.9235,-75.0317,19,4,8219,NMHC/Local Planning,2025,https://www.nmhc.org
19125,Philadelphia,39.8893,-75.0872,15,4,7661,NMHC/Local Planning,2025,https://www.nmhc.org
19126,Philadelphia,39.9703,-75.2612,20,4,8702,NMHC/Local Planning,2025,https://www.nmhc.org
19127,Philadelphia,39.9679,-75.2242,16,4,8227,NMHC/Local Planning,2025,https://www.nmhc.org
19128,Philadelphia,39.8531,-75.2571,20,4,9635,NMHC/Local Planning,2025,https://www.nmhc.org
19129,Philadelphia,40.0078,-75.2049,20,4,7055,NMHC/Local Planning,2025,https://www.nmhc.org
19130,Philadelphia,39.8327,-75.2063,20,4,9283,NMHC/Local Planning,2025,https://www.nmhc.org
19131,Philadelphia,40.1021,-75.3217,16,4,7310,NMHC/Local Planning,2025,https://www.nmhc.org
19132,Philadelphia,39.9518,-75.1575,17,4,8614,NMHC/Local Planning,2025,https://www.nmhc.org
19133,Philadelphia,40.0339,-75.2069,20,4,9507,NMHC/Local Planning,2025,https://www.nmhc.org
19134,Philadelphia,40.058,-75.0822,15,4,8489,NMHC/Local Planning,2025,https://www.nmhc.org
19135,Philadelphia,40.0793,-75.0038,15,4,8017,NMHC/Local Planning,2025,https://www.nmhc.org
19136,Philadelphia,39.8735,-75.1314,18,4,8235,NMHC/Local Planning,2025,https://www.nmhc.org
19137,Philadelphia,40.0784,-75.2554,20,4,7309,NMHC/Local Planning,2025,https://www.nmhc.org
19138,Philadelphia,39.8696,-74.9942,16,4,9334,NMHC/Local Planning,2025,https://www.nmhc.org
19139,Philadelphia,39.8326,-75.0222,16,4,9869,NMHC/Local Planning,2025,https://www.nmhc.org
19140,Philadelphia,40.0859,-75.1862,20,4,9507,NMHC/Local Planning,2025,https://www.nmhc.org
78201,San Antonio,29.4447,-98.5316,16,6,8764,NMHC/Local Planning,2025,https://www.nmhc.org
78202,San Antonio,29.5591,-98.3901,16,6,7362,NMHC/Local Planning,2025,https://www.nmhc.org
78203,San Antonio,29.5163,-98.4993,17,6,8791,NMHC/Local Planning,2025,https://www.nmhc.org
78204,San Antonio,29.2804,-98.3577,17,6,9458,NMHC/Local Planning,2025,https://www.nmhc.org
78205,San Antonio,29.4426,-98.6017,20,6,7053,NMHC/Local Planning,2025,https://www.nmhc.org
78206,San Antonio,29.3904,-98.3681,15,6,8385,NMHC/Local Planning,2025,https://www.nmhc.org
78207,San Antonio,29.3108,-98.6035,20,6,8119,NMHC/Local Planning,2025,https://www.nmhc.org
78208,San Antonio,29.4352,-98.3235,16,6,8968,NMHC/Local Planning,2025,https://www.nmhc.org
78209,San Antonio,29.3834,-98.5436,20,6,8581,NMHC/Local Planning,2025,https://www.nmhc.org
78210,San Antonio,29.3718,-98.4104,19,6,8262,NMHC/Local Planning,2025,https://www.nmhc.org
78211,San Antonio,29.3689,-98.3522,18,6,8655,NMHC/Local Planning,2025,https://www.nmhc.org
78212,San Antonio,29.5738,-98.6424,20,6,8362,NMHC/Local Planning,2025,https://www.nmhc.org
78213,San Antonio,29.2918,-98.6292,15,6,8355,NMHC/Local Planning,2025,https://www.nmhc.org
78214,San Antonio,29.4378,-98.6218,18,6,8293,NMHC/Local Planning,2025,https://www.nmhc.org
78215,San Antonio,29.2976,-98.5184,16,6,9197,NMHC/Local Planning,2025,https://www.nmhc.org
78216,San Antonio,29.5066,-98.6628,18,6,7137,NMHC/Local Planning,2025,https://www.nmhc.org
78217,San Antonio,29.3566,-98.3664,18,6,10016,NMHC/Local Planning,2025,https://www.nmhc.org
78218,San Antonio,29.2941,-98.5619,15,6,9454,NMHC/Local Planning,2025,https://www.nmhc.org
78219,San Antonio,29.3721,-98.5588,16,6,8391,NMHC/Local Planning,2025,https://www.nmhc.org
78220,San Antonio,29.3702,-98.454,14,6,9072,NMHC/Local Planning,2025,https://www.nmhc.org
78221,San Antonio,29.2869,-98.4564,15,6,8046,NMHC/Local Planning,2025,https://www.nmhc.org
78222,San Antonio,29.4667,-98.4389,16,6,9462,NMHC/Local Planning,2025,https://www.nmhc.org
78223,San Antonio,29.4135,-98.5022,16,6,10021,NMHC/Local Planning,2025,https://www.nmhc.org
78224,San Antonio,29.3906,-98.3178,17,6,8031,NMHC/Local Planning,2025,https://www.nmhc.org
78225,San Antonio,29.3897,-98.4844,18,6,9380,NMHC/Local Planning,2025,https://www.nmhc.org
78226,San Antonio,29.5126,-98.5438,19,6,8619,NMHC/Local Planning,2025,https://www.nmhc.org
78227,San Antonio,29.4179,-98.6684,16,6,8826,NMHC/Local Planning,2025,https://www.nmhc.org
78228,San Antonio,29.5319,-98.6123,15,6,8857,NMHC/Local Planning,2025,https://www.nmhc.org
78229,San Antonio,29.4116,-98.6139,18,6,9869,NMHC/Local Planning,2025,https://www.nmhc.org
78230,San Antonio,29.3031,-98.3137,20,6,8206,NMHC/Local Planning,2025,https://www.nmhc.org
78231,San Antonio,29.3987,-98.586,20,6,8808,NMHC/Local Planning,2025,https://www.nmhc.org
78232,San Antonio,29.392,-98.534,20,6,7792,NMHC/Local Planning,2025,https://www.nmhc.org
78233,San Antonio,29.2824,-98.4801,19,6,8644,NMHC/Local Planning,2025,https://www.nmhc.org
78234,San Antonio,29.3202,-98.3714,15,6,8975,NMHC/Local Planning,2025,https://www.nmhc.org
78235,San Antonio,29.4036,-98.3195,17,6,9473,NMHC/Local Planning,2025,https://www.nmhc.org
92101,San Diego,32.838,-117.1017,15,4,9174,NMHC/Local Planning,2025,https://www.nmhc.org
92102,San Diego,32.6727,-117.0503,20,4,7549,NMHC/Local Planning,2025,https://www.nmhc.org
92103,San Diego,32.6323,-117.2339,18,4,9676,NMHC/Local Planning,2025,https://www.nmhc.org
92104,San Diego,32.7964,-117.3284,17,4,8385,NMHC/Local Planning,2025,https://www.nmhc.org
92105,San Diego,32.6873,-117.2359,16,4,6996,NMHC/Local Planning,2025,https://www.nmhc.org
92106,San Diego,32.7967,-117.1025,17,4,9196,NMHC/Local Planning,2025,https://www.nmhc.org
92107,San Diego,32.703,-117.2576,17,4,9399,NMHC/Local Planning,2025,https://www.nmhc.org
92108,San Diego,32.6499,-117.3276,17,4,7150,NMHC/Local Planning,2025,https://www.nmhc.org
92109,San Diego,32.7874,-117.1324,15,4,8176,NMHC/Local Planning,2025,https://www.nmhc.org
92110,San Diego,32.7249,-117.156,19,4,8898,NMHC/Local Planning,2025,https://www.nmhc.org
92111,San Diego,32.8274,-117.04,16,4,9837,NMHC/Local Planning,2025,https://www.nmhc.org
92112,San Diego,32.7285,-117.2274,16,4,7354,NMHC/Local Planning,2025,https://www.nmhc.org
92113,San Diego,32.5832,-117.0971,16,4,9647,NMHC/Local Planning,2025,https://www.nmhc.org
92114,San Diego,32.8411,-117.2208,16,4,8579,NMHC/Local Planning,2025,https://www.nmhc.org
92115,San Diego,32.6924,-117.3261,16,4,9011,NMHC/Local Planning,2025,https://www.nmhc.org
92116,San Diego,32.7443,-117.0421,16,4,9657,NMHC/Local Planning,2025,https://www.nmhc.org
92117,San Diego,32.6166,-117.2652,20,4,9189,NMHC/Local Planning,2025,https://www.nmhc.org
92118,San Diego,32.6171,-117.3145,14,4,9928,NMHC/Local Planning,2025,https://www.nmhc.org
92119,San Diego,32.8424,-117.2903,15,4,7760,NMHC/Local Planning,2025,https://www.nmhc.org
92120,San Diego,32.7477,-117.2998,19,4,9471,NMHC/Local Planning,2025,https://www.nmhc.org
92121,San Diego,32.6178,-117.0959,14,4,8539,NMHC/Local Planning,2025,https://www.nmhc.org
92122,San Diego,32.6564,-117.0229,20,4,9951,NMHC/Local Planning,2025,https://www.nmhc.org
92123,San Diego,32.8428,-116.9898,20,4,9858,NMHC/Local Planning,2025,https://www.nmhc.org
92124,San Diego,32.7553,-117.2175,16,4,9964,NMHC/Local Planning,2025,https://www.nmhc.org
92125,San Diego,32.8545,-117.0553,19,4,8078,NMHC/Local Planning,2025,https://www.nmhc.org
92126,San Diego,32.827,-117.2302,19,4,9136,NMHC/Local Planning,2025,https://www.nmhc.org
92127,San Diego,32.6442,-117.3115,20,4,6989,NMHC/Local Planning,2025,https://www.nmhc.org
92128,San Diego,32.6958,-117.2376,16,4,8053,NMHC/Local Planning,2025,https://www.nmhc.org
92129,San Diego,32.7666,-117.1934,14,4,9056,NMHC/Local Planning,2025,https://www.nmhc.org
92130,San Diego,32.7361,-117.1071,20,4,9456,NMHC/Local Planning,2025,https://www.nmhc.org
92131,San Diego,32.7603,-117.2212,17,4,8127,NMHC/Local Planning,2025,https://www.nmhc.org
92132,San Diego,32.6926,-117.2,14,4,9430,NMHC/Local Planning,2025,https://www.nmhc.org
92133,San Diego,32.6658,-117.0085,18,4,8559,NMHC/Local Planning,2025,https://www.nmhc.org
92134,San Diego,32.8061,-117.1781,16,4,8660,NMHC/Local Planning,2025,https://www.nmhc.org
92135,San Diego,32.7679,-117.1386,17,4,7164,NMHC/Local Planning,2025,https://www.nmhc.org
75201,DFW,32.7342,-96.9509,17,8,7894,NMHC/Local Planning,2025,https://www.nmhc.org
75202,DFW,32.7228,-96.6538,20,8,8033,NMHC/Local Planning,2025,https://www.nmhc.org
75203,DFW,32.7113,-96.8618,18,8,7408,NMHC/Local Planning,2025,https://www.nmhc.org
75204,DFW,32.6426,-96.6474,15,8,9390,NMHC/Local Planning,2025,https://www.nmhc.org
75205,DFW,32.8517,-96.9384,20,8,7688,NMHC/Local Planning,2025,https://www.nmhc.org
75206,DFW,32.8244,-96.6387,19,8,9753,NMHC/Local Planning,2025,https://www.nmhc.org
75207,DFW,32.8319,-96.6469,15,8,7697,NMHC/Local Planning,2025,https://www.nmhc.org
75208,DFW,32.6385,-96.8405,18,8,7878,NMHC/Local Planning,2025,https://www.nmhc.org
75209,DFW,32.6556,-96.769,18,8,9808,NMHC/Local Planning,2025,https://www.nmhc.org
75210,DFW,32.8515,-96.6655,18,8,9932,NMHC/Local Planning,2025,https://www.nmhc.org
75211,DFW,32.8823,-96.9748,20,8,9623,NMHC/Local Planning,2025,https://www.nmhc.org
75212,DFW,32.878,-96.8355,19,8,7624,NMHC/Local Planning,2025,https://www.nmhc.org
75213,DFW,32.6743,-96.9401,19,8,8915,NMHC/Local Planning,2025,https://www.nmhc.org
75214,DFW,32.7418,-96.8486,16,8,9748,NMHC/Local Planning,2025,https://www.nmhc.org
75215,DFW,32.6684,-96.8536,16,8,7159,NMHC/Local Planning,2025,https://www.nmhc.org
75216,DFW,32.7749,-96.7409,18,8,9701,NMHC/Local Planning,2025,https://www.nmhc.org
75217,DFW,32.8897,-96.7461,15,8,8360,NMHC/Local Planning,2025,https://www.nmhc.org
75218,DFW,32.7841,-96.7456,19,8,9930,NMHC/Local Planning,2025,https://www.nmhc.org
75219,DFW,32.9191,-96.7928,15,8,9968,NMHC/Local Planning,2025,https://www.nmhc.org
75220,DFW,32.7431,-96.7517,20,8,9251,NMHC/Local Planning,2025,https://www.nmhc.org
75221,DFW,32.698,-96.787,16,8,9902,NMHC/Local Planning,2025,https://www.nmhc.org
75222,DFW,32.712,-96.6542,18,8,8226,NMHC/Local Planning,2025,https://www.nmhc.org
75223,DFW,32.8769,-96.7737,19,8,7536,NMHC/Local Planning,2025,https://www.nmhc.org
75224,DFW,32.8075,-96.904,19,8,9434,NMHC/Local Planning,2025,https://www.nmhc.org
75225,DFW,32.7787,-96.6348,19,8,7169,NMHC/Local Planning,2025,https://www.nmhc.org
75226,DFW,32.8696,-96.8318,18,8,7119,NMHC/Local Planning,2025,https://www.nmhc.org
75227,DFW,32.8092,-96.8088,20,8,7879,NMHC/Local Planning,2025,https://www.nmhc.org
75228,DFW,32.8704,-96.8465,18,8,7929,NMHC/Local Planning,2025,https://www.nmhc.org
75229,DFW,32.7759,-96.7458,19,8,8413,NMHC/Local Planning,2025,https://www.nmhc.org
75230,DFW,32.7575,-96.6588,15,8,8592,NMHC/Local Planning,2025,https://www.nmhc.org
75231,DFW,32.6405,-96.9338,17,8,8433,NMHC/Local Planning,2025,https://www.nmhc.org
75232,DFW,32.7193,-96.832,16,8,8974,NMHC/Local Planning,2025,https://www.nmhc.org
75233,DFW,32.7264,-96.7029,19,8,8304,NMHC/Local Planning,2025,https://www.nmhc.org
75234,DFW,32.6871,-96.6614,19,8,9332,NMHC/Local Planning,2025,https://www.nmhc.org
75235,DFW,32.9075,-96.662,15,8,7902,NMHC/Local Planning,2025,https://www.nmhc.org
75236,DFW,32.9219,-96.8311,19,8,9832,NMHC/Local Planning,2025,https://www.nmhc.org
75237,DFW,32.8763,-96.791,19,8,9545,NMHC/Local Planning,2025,https://www.nmhc.org
75238,DFW,32.7993,-96.8522,16,8,7268,NMHC/Local Planning,2025,https://www.nmhc.org
75239,DFW,32.8972,-96.8751,19,8,9905,NMHC/Local Planning,2025,https://www.nmhc.org
75240,DFW,32.7867,-96.7431,17,8,8466,NMHC/Local Planning,2025,https://www.nmhc.org
75241,DFW,32.8638,-96.6183,16,8,9287,NMHC/Local Planning,2025,https://www.nmhc.org
75242,DFW,32.7765,-96.6734,18,8,9148,NMHC/Local Planning,2025,https://www.nmhc.org
75243,DFW,32.7133,-96.9391,14,8,9614,NMHC/Local Planning,2025,https://www.nmhc.org
75244,DFW,32.8923,-96.645,14,8,8998,NMHC/Local Planning,2025,https://www.nmhc.org
75245,DFW,32.8574,-96.843,17,8,9098,NMHC/Local Planning,2025,https://www.nmhc.org
75246,DFW,32.7071,-96.6332,14,8,7787,NMHC/Local Planning,2025,https://www.nmhc.org
75247,DFW,32.7716,-96.8914,20,8,8011,NMHC/Local Planning,2025,https://www.nmhc.org
75248,DFW,32.7708,-96.9387,16,8,7857,NMHC/Local Planning,2025,https://www.nmhc.org
75249,DFW,32.9013,-96.8161,20,8,7849,NMHC/Local Planning,2025,https://www.nmhc.org
75250,DFW,32.8254,-96.7217,20,8,9478,NMHC/Local Planning,2025,https://www.nmhc.org
75251,DFW,32.6285,-96.9364,19,8,9160,NMHC/Local Planning,2025,https://www.nmhc.org
75252,DFW,32.9069,-96.7817,15,8,8374,NMHC/Local Planning,2025,https://www.nmhc.org
75253,DFW,32.9211,-96.9045,17,8,9340,NMHC/Local Planning,2025,https://www.nmhc.org
75254,DFW,32.6326,-96.6595,20,8,8698,NMHC/Local Planning,2025,https://www.nmhc.org
75255,DFW,32.6419,-96.6349,14,8,9255,NMHC/Local Planning,2025,https://www.nmhc.org
94101,Bay Area,37.7686,-122.3285,15,4,8853,NMHC/Local Planning,2025,https://www.nmhc.org
94102,Bay Area,37.7378,-122.4342,19,4,7475,NMHC/Local Planning,2025,https://www.nmhc.org
94103,Bay Area,37.7941,-122.5482,20,4,9408,NMHC/Local Planning,2025,https://www.nmhc.org
94104,Bay Area,37.6351,-122.3395,17,4,9204,NMHC/Local Planning,2025,https://www.nmhc.org
94105,Bay Area,37.7817,-122.5534,16,4,9370,NMHC/Local Planning,2025,https://www.nmhc.org
94106,Bay Area,37.8431,-122.2828,15,4,9810,NMHC/Local Planning,2025,https://www.nmhc.org
94107,Bay Area,37.6341,-122.5768,19,4,8820,NMHC/Local Planning,2025,https://www.nmhc.org
94108,Bay Area,37.6948,-122.5603,19,4,8422,NMHC/Local Planning,2025,https://www.nmhc.org
94109,Bay Area,37.7355,-122.3109,16,4,9163,NMHC/Local Planning,2025,https://www.nmhc.org
94110,Bay Area,37.6377,-122.2649,15,4,8968,NMHC/Local Planning,2025,https://www.nmhc.org
94111,Bay Area,37.7117,-122.2613,19,4,8235,NMHC/Local Planning,2025,https://www.nmhc.org
94112,Bay Area,37.8873,-122.3034,17,4,9850,NMHC/Local Planning,2025,https://www.nmhc.org
94113,Bay Area,37.8948,-122.5314,20,4,9753,NMHC/Local Planning,2025,https://www.nmhc.org
94114,Bay Area,37.7382,-122.3844,18,4,7321,NMHC/Local Planning,2025,https://www.nmhc.org
94115,Bay Area,37.6319,-122.3526,18,4,7411,NMHC/Local Planning,2025,https://www.nmhc.org
94116,Bay Area,37.7022,-122.4266,16,4,7754,NMHC/Local Planning,2025,https://www.nmhc.org
94117,Bay Area,37.645,-122.3776,18,4,7110,NMHC/Local Planning,2025,https://www.nmhc.org
94118,Bay Area,37.7614,-122.3274,18,4,8962,NMHC/Local Planning,2025,https://www.nmhc.org
