zip_code,metro,lat,lng,hard_cost_per_sf,total_dev_cost_per_unit,construction_cost_yoy_chg_pct,data_source,as_of_date,source_url
60639,Chicago,42.0167,-87.7278,164.94,234853.16,3.35,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60640,Chicago,41.7747,-87.5077,176.43,206747.54,4.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60641,Chicago,41.8668,-87.4603,166.37,215349.5,3.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60642,Chicago,41.8879,-87.7336,153.99,205221.74,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60643,Chicago,41.8464,-87.6119,150.53,222138.19,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60644,Chicago,42.0268,-87.5098,146.57,206725.43,3.29,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60645,Chicago,41.9197,-87.5425,134.79,198550.99,4.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60646,Chicago,41.8791,-87.4616,143.9,206710.69,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60647,Chicago,41.8829,-87.7851,170.86,238494.44,3.11,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60648,Chicago,41.9674,-87.5685,170.83,180108.75,3.18,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60649,Chicago,42.02,-87.6902,179.4,239769.62,3.16,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60650,Chicago,41.8255,-87.751,129.58,193958.86,4.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60651,Chicago,41.969,-87.4976,134.71,191165.25,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60652,Chicago,41.9804,-87.6468,149.98,206121.01,3.49,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60653,Chicago,41.7616,-87.5119,154.98,173917.11,3.72,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60654,Chicago,41.9076,-87.7347,161.77,181988.35,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60655,Chicago,41.9484,-87.7766,175.37,224629.59,3.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60656,Chicago,41.991,-87.714,158.04,178568.21,3.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60657,Chicago,41.868,-87.6822,179.08,194327.41,3.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60658,Chicago,41.9236,-87.6054,132.02,179172.63,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60659,Chicago,41.9055,-87.4745,152.13,230629.58,3.59,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
60660,Chicago,41.8173,-87.7665,135.06,196170.16,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77001,Houston,29.6917,-95.326,169.9,174852.91,3.01,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77002,Houston,29.6157,-95.3071,158.48,194917.34,3.7,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77003,Houston,29.8466,-95.4814,141.23,185324.83,3.51,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77004,Houston,29.8623,-95.3853,179.07,199370.56,3.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77005,Houston,29.7669,-95.3295,144.21,202576.37,3.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77006,Houston,29.8467,-95.3418,149.65,179274.94,3.82,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77007,Houston,29.6131,-95.3485,131.09,189896.55,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77008,Houston,29.6244,-95.4477,155.09,184114.85,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77009,Houston,29.9088,-95.3015,155.58,199058.71,4.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77010,Houston,29.7477,-95.3275,146.28,173405.92,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77011,Houston,29.8815,-95.2784,130.87,157663.74,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77012,Houston,29.6888,-95.3084,147.63,194468.27,2.88,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77013,Houston,29.6306,-95.3437,155.64,166969.34,4.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77014,Houston,29.8647,-95.4386,143.33,176580.56,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77015,Houston,29.7156,-95.5347,159.47,195940.21,3.52,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77016,Houston,29.8395,-95.4703,175.36,180310.28,2.96,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77017,Houston,29.7942,-95.5358,128.85,168204.27,3.61,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77018,Houston,29.614,-95.3916,172.96,179543.13,2.91,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77019,Houston,29.7373,-95.4333,169.62,143137.76,3.71,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77020,Houston,29.6881,-95.2791,178.97,150304.08,3.25,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77021,Houston,29.8884,-95.316,167.95,185025.46,4.02,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77022,Houston,29.7545,-95.3964,142.94,164343.56,2.94,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77023,Houston,29.7969,-95.297,157.96,187301.96,3.54,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77024,Houston,29.8002,-95.1947,151.4,170630.46,3.92,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77025,Houston,29.776,-95.3977,178.2,151632.56,3.36,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77026,Houston,29.6192,-95.2907,131.61,146243.79,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77027,Houston,29.8782,-95.3682,128.19,171796.78,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77028,Houston,29.7631,-95.3391,136.46,179842.51,3.92,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77029,Houston,29.8845,-95.5273,156.86,201952.67,3.97,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77030,Houston,29.825,-95.4896,146.59,197555.59,3.17,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77031,Houston,29.6834,-95.4352,139.71,197455.8,3.43,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77032,Houston,29.7184,-95.1915,182.06,162098.24,3.73,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77033,Houston,29.6612,-95.3171,132.95,192840.42,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77034,Houston,29.7844,-95.394,175.94,190457.88,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77035,Houston,29.7679,-95.3761,181.48,168647.09,4.03,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77036,Houston,29.84,-95.2991,161.44,188518.18,3.5,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77037,Houston,29.6624,-95.2271,178.21,153809.27,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77038,Houston,29.7191,-95.3538,133.01,146106.58,3.95,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77039,Houston,29.8859,-95.3262,132.32,175121.1,3.28,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77040,Houston,29.8035,-95.265,175.25,143181.42,3.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77041,Houston,29.6945,-95.3577,138.29,160769.76,3.78,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77042,Houston,29.7941,-95.3364,163.61,189715.68,3.58,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77043,Houston,29.8216,-95.2114,163.18,147391.4,3.19,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77044,Houston,29.6706,-95.2427,138.42,180216.73,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77045,Houston,29.6475,-95.4786,180.55,189017.14,3.24,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77046,Houston,29.7142,-95.2791,128.14,165472.46,4.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77047,Houston,29.6122,-95.2381,161.6,201116.92,3.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77048,Houston,29.6742,-95.43,179.81,155013.01,3.83,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77049,Houston,29.7632,-95.4358,171.29,152225.07,3.77,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77050,Houston,29.7323,-95.3053,166.67,156884.11,3.8,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77051,Houston,29.6459,-95.3738,127.86,147310.32,3.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77052,Houston,29.6681,-95.342,149.92,157963.11,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77053,Houston,29.7597,-95.3379,164.51,172096.15,4.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77054,Houston,29.6752,-95.3449,129.71,171035.86,3.04,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
77055,Houston,29.8998,-95.1999,177.82,203206.31,3.07,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85001,Phoenix,33.4865,-112.0511,168.06,260151.59,3.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85002,Phoenix,33.5169,-112.2465,156.83,250545.48,3.79,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85003,Phoenix,33.4488,-112.2494,133.23,199800.49,3.23,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85004,Phoenix,33.4699,-112.0968,137.19,220069.23,3.68,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85005,Phoenix,33.5034,-112.1015,141.67,211999.12,3.83,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85006,Phoenix,33.5588,-112.155,141.79,231885.89,3.4,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85007,Phoenix,33.5321,-112.1235,147.67,213283.18,3.49,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85008,Phoenix,33.4675,-112.1974,161.57,245084.13,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85009,Phoenix,33.4386,-111.9574,142.83,246189.4,3.66,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85010,Phoenix,33.381,-112.1999,170.92,258046.7,3.44,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85011,Phoenix,33.4355,-111.9244,140.36,226643.97,3.76,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85012,Phoenix,33.4386,-111.9931,138.38,199572.93,3.34,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85013,Phoenix,33.413,-111.9158,133.28,225319.27,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85014,Phoenix,33.5665,-111.9465,138.82,251732.02,3.65,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85015,Phoenix,33.4024,-112.0304,168.28,244555.88,3.56,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85016,Phoenix,33.5189,-112.219,173.1,189926.18,3.58,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85017,Phoenix,33.4008,-111.92,171.95,220215.51,3.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85018,Phoenix,33.5556,-111.9186,157.01,186122.75,3.86,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85019,Phoenix,33.3321,-112.1524,159.79,205562.53,3.67,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85020,Phoenix,33.3843,-111.9076,154.32,238265.58,3.29,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85021,Phoenix,33.3923,-112.1722,134.42,264361.38,4.05,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85022,Phoenix,33.4011,-112.0145,156.62,262467.79,3.93,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85023,Phoenix,33.4635,-112.1937,176.51,186171.51,2.89,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85024,Phoenix,33.4883,-112.0223,134.24,186293.42,3.39,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85025,Phoenix,33.3415,-112.0734,171.13,223222.5,4.12,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85026,Phoenix,33.3279,-111.9911,162.98,217972.46,3.26,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85027,Phoenix,33.548,-112.0338,144.92,250862.43,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85028,Phoenix,33.5073,-112.2141,154.04,185635.13,3.84,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85029,Phoenix,33.5468,-112.0347,154.5,263207.34,3.64,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85030,Phoenix,33.5547,-111.9059,137.52,233608.81,3.56,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85031,Phoenix,33.437,-112.1104,129.02,245913.09,3.06,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85032,Phoenix,33.3372,-112.0916,174.17,233389.38,3.75,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85033,Phoenix,33.5085,-112.0523,154.17,240549.27,3.57,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85034,Phoenix,33.301,-111.9067,141.88,219240.27,3.29,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85035,Phoenix,33.5032,-112.2324,149.79,255730.5,3.09,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85036,Phoenix,33.3428,-112.177,167.97,222385.42,3.6,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85037,Phoenix,33.5605,-111.8997,170.37,235388.62,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85038,Phoenix,33.3082,-111.9943,150.52,223490.69,4.08,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85039,Phoenix,33.3587,-111.969,176.75,214802.93,3.46,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85040,Phoenix,33.3804,-112.1907,157.24,220402.43,3.45,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85041,Phoenix,33.4573,-112.0658,133.39,200271.86,4.0,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85042,Phoenix,33.5363,-111.953,130.32,227692.35,3.31,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85043,Phoenix,33.5637,-112.2114,149.84,220955.07,3.3,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85044,Phoenix,33.4144,-112.1238,152.83,234055.79,3.33,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85045,Phoenix,33.4403,-112.0393,179.56,186439.7,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85046,Phoenix,33.4218,-111.9065,178.92,224335.9,3.2,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85047,Phoenix,33.4008,-112.0124,180.04,242662.29,3.1,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
85048,Phoenix,33.5396,-112.1846,162.03,262410.9,3.21,Turner Construction Cost Index,2025-Q4,https://www.turnerconstruction.com/cost-index
